Year,Month,State,County,Rate
2014,June,Michigan,Dickinson County,6.8
2014,June,Michigan,Barry County,5.6
2014,June,Michigan,Arenac County,10.2
2014,June,Michigan,Tuscola County,8.5
2014,June,Michigan,Oscoda County,11.1
2014,June,Michigan,Wayne County,10.2
2014,June,Michigan,Roscommon County,10.8
2014,June,Michigan,Alpena County,7.9
2014,June,Michigan,Jackson County,6.9
2014,June,Michigan,Saginaw County,7.9
2014,June,Michigan,Missaukee County,7.6
2014,June,Michigan,Genesee County,8
2014,June,Michigan,Hillsdale County,7.4
2014,June,Michigan,Cheboygan County,6
2014,June,Michigan,Wexford County,8.4
2014,June,Michigan,Berrien County,7
2014,June,Michigan,Oceana County,8.8
2014,June,Michigan,Oakland County,7.2
2014,June,Michigan,Lapeer County,9.7
2014,June,Michigan,Cass County,7
2014,June,Michigan,Allegan County,5.6
2014,June,Michigan,Crawford County,8.9
2014,June,Michigan,Bay County,7.4
2014,June,Michigan,Emmet County,8.4
2014,June,Michigan,Grand Traverse County,5.8
2014,June,Michigan,Isabella County,6.8
2014,June,Michigan,Houghton County,8.6
2014,June,Michigan,Muskegon County,7.9
2014,June,Michigan,Lake County,10.7
2014,June,Michigan,Chippewa County,9.6
2014,June,Michigan,Clinton County,5.3
2014,June,Michigan,Manistee County,8
2014,June,Michigan,Osceola County,8.4
2014,June,Michigan,Ottawa County,5.2
2014,June,Michigan,Lenawee County,6.6
2014,June,Michigan,Ionia County,6.4
2014,June,Michigan,Sanilac County,8.2
2014,June,Michigan,Gogebic County,9.3
2014,June,Michigan,Delta County,8.3
2014,June,Michigan,Otsego County,7.6
2014,June,Michigan,Montcalm County,7.6
2014,June,Michigan,Monroe County,6.1
2014,June,Michigan,Shiawassee County,7.5
2014,June,Michigan,Iron County,8.6
2014,June,Michigan,Ingham County,6.8
2014,June,Michigan,Branch County,6.8
2014,June,Michigan,Saint Clair County,10
2014,June,Michigan,Schoolcraft County,10.2
2014,June,Michigan,Kalamazoo County,6.1
2014,June,Michigan,Keweenaw County,10.9
2014,June,Michigan,Ogemaw County,9.3
2014,June,Michigan,Leelanau County,6.1
2014,June,Michigan,Midland County,6.3
2014,June,Michigan,Antrim County,8.5
2014,June,Michigan,Ontonagon County,12
2014,June,Michigan,Newaygo County,7.1
2014,June,Michigan,Kent County,5.4
2014,June,Michigan,Presque Isle County,11.2
2014,June,Michigan,Luce County,8.4
2014,June,Michigan,Van Buren County,8.1
2014,September,Michigan,Livingston County,5.9
2014,September,Michigan,Clare County,7.9
2014,September,Michigan,Macomb County,7.6
2014,September,Michigan,Baraga County,8.4
2014,September,Michigan,Mason County,5.8
2014,September,Michigan,Eaton County,5.1
2014,September,Michigan,Calhoun County,5.7
2014,September,Michigan,Iosco County,7.6
2014,September,Michigan,Benzie County,6.6
2014,September,Michigan,Alcona County,8
2014,September,Michigan,Alger County,7.9
2014,September,Michigan,Gladwin County,7.6
2014,September,Michigan,Huron County,5.2
2014,September,Michigan,Mecosta County,6.4
2014,September,Michigan,Menominee County,6
2014,September,Michigan,Marquette County,5.7
2014,September,Michigan,Gratiot County,6
2014,September,Michigan,Kalkaska County,7.2
2014,September,Michigan,Montmorency County,10.3
2014,September,Michigan,Saint Joseph County,5.2
2014,September,Michigan,Charlevoix County,6.2
2014,September,Michigan,Mackinac County,3.5
2014,September,Michigan,Washtenaw County,4.6
2014,September,Michigan,Dickinson County,5.6
2014,September,Michigan,Barry County,4.7
2014,September,Michigan,Arenac County,8.2
2014,September,Michigan,Tuscola County,6.8
2014,September,Michigan,Oscoda County,9.3
2014,September,Michigan,Wayne County,9.5
2014,September,Michigan,Roscommon County,8.7
2014,September,Michigan,Alpena County,6.3
2014,September,Michigan,Jackson County,5.9
2014,September,Michigan,Saginaw County,6.4
2014,September,Michigan,Missaukee County,6.1
2014,September,Michigan,Genesee County,6.8
2014,September,Michigan,Hillsdale County,5.9
2014,September,Michigan,Cheboygan County,4.9
2014,September,Michigan,Wexford County,7.2
2014,September,Michigan,Berrien County,5.8
2014,September,Michigan,Oceana County,6.9
2014,September,Michigan,Oakland County,6.3
2014,September,Michigan,Lapeer County,8.4
2014,September,Michigan,Cass County,5.8
2014,September,Michigan,Allegan County,4.5
2014,September,Michigan,Crawford County,7.4
2014,September,Michigan,Bay County,5.9
2014,September,Michigan,Emmet County,6.7
2014,September,Michigan,Grand Traverse County,4.9
2014,September,Michigan,Isabella County,5.1
2014,September,Michigan,Houghton County,6.2
2014,September,Michigan,Muskegon County,6.6
2014,September,Michigan,Lake County,9.4
2014,September,Michigan,Chippewa County,7.2
2014,September,Michigan,Clinton County,4.4
2014,September,Michigan,Manistee County,6.6
2014,September,Michigan,Osceola County,6.8
2014,September,Michigan,Ottawa County,4.2
2014,September,Michigan,Lenawee County,5.7
2014,September,Michigan,Ionia County,5.5
2014,September,Michigan,Sanilac County,6.6
2014,September,Michigan,Gogebic County,7.4
2014,September,Michigan,Delta County,6.7
2014,September,Michigan,Otsego County,6.3
2014,September,Michigan,Montcalm County,6.4
2014,September,Michigan,Monroe County,5.4
2014,September,Michigan,Shiawassee County,6.3
2014,September,Michigan,Iron County,6.7
2014,September,Michigan,Ingham County,5.6
2014,September,Michigan,Branch County,5.7
2014,September,Michigan,Saint Clair County,8.7
2014,September,Michigan,Schoolcraft County,8.5
2014,September,Michigan,Kalamazoo County,5.1
2014,September,Michigan,Keweenaw County,7.6
2014,September,Michigan,Ogemaw County,7.6
2014,September,Michigan,Leelanau County,4.9
2014,September,Michigan,Midland County,5.1
2014,September,Michigan,Antrim County,7.2
2014,September,Michigan,Ontonagon County,9.3
2014,September,Michigan,Newaygo County,6.2
2014,September,Michigan,Kent County,4.4
2014,September,Michigan,Presque Isle County,9
2014,September,Michigan,Luce County,6.3
2014,September,Michigan,Van Buren County,6.4
2014,December,Michigan,Livingston County,4.9
2014,December,Michigan,Clare County,8.4
2014,December,Michigan,Macomb County,6
2014,December,Michigan,Baraga County,8.3
2014,December,Michigan,Mason County,6.6
2014,December,Michigan,Eaton County,4.3
2014,December,Michigan,Calhoun County,5
2014,December,Michigan,Iosco County,8.1
2014,December,Michigan,Benzie County,7.7
2014,December,Michigan,Alcona County,8.9
2014,December,Michigan,Alger County,9.7
2014,December,Michigan,Gladwin County,7.6
2014,December,Michigan,Huron County,5.5
2014,December,Michigan,Mecosta County,6.2
2014,December,Michigan,Menominee County,5.4
2014,December,Michigan,Marquette County,5.7
2014,December,Michigan,Gratiot County,5.3
2014,December,Michigan,Kalkaska County,8.1
2014,December,Michigan,Montmorency County,11.4
2014,December,Michigan,Saint Joseph County,4.4
2014,December,Michigan,Charlevoix County,6.8
2014,December,Michigan,Mackinac County,16.2
2014,December,Michigan,Washtenaw County,3.5
2014,December,Michigan,Dickinson County,5.7
2014,December,Michigan,Barry County,4.3
2014,December,Michigan,Arenac County,9.5
2014,December,Michigan,Tuscola County,6.7
2014,December,Michigan,Oscoda County,10
2014,December,Michigan,Wayne County,7.3
2014,December,Michigan,Roscommon County,9.9
2014,December,Michigan,Alpena County,6.6
2014,December,Michigan,Jackson County,5.2
2014,December,Michigan,Saginaw County,5.7
2014,December,Michigan,Missaukee County,6.5
2014,December,Michigan,Genesee County,6
2014,December,Michigan,Hillsdale County,5.3
2014,December,Michigan,Cheboygan County,12.9
2014,December,Michigan,Wexford County,7.2
2014,December,Michigan,Berrien County,5.4
2014,December,Michigan,Oceana County,9.3
2014,December,Michigan,Oakland County,5
2014,December,Michigan,Lapeer County,8.1
2014,December,Michigan,Cass County,5.3
2014,December,Michigan,Allegan County,4.3
2014,December,Michigan,Crawford County,8.3
2014,December,Michigan,Bay County,5.8
2014,December,Michigan,Emmet County,8.4
2014,December,Michigan,Grand Traverse County,5
2014,December,Michigan,Isabella County,4.4
2014,December,Michigan,Houghton County,6
2014,December,Michigan,Muskegon County,6
2014,December,Michigan,Lake County,9.6
2014,December,Michigan,Chippewa County,8.2
2014,December,Michigan,Clinton County,3.8
2014,December,Michigan,Manistee County,7.5
2014,December,Michigan,Osceola County,6.6
2014,December,Michigan,Ottawa County,3.6
2014,December,Michigan,Lenawee County,5.1
2014,December,Michigan,Ionia County,4.7
2014,December,Michigan,Sanilac County,6.7
2014,December,Michigan,Gogebic County,7.1
2014,December,Michigan,Delta County,7.2
2014,December,Michigan,Otsego County,6.6
2014,December,Michigan,Montcalm County,6
2014,December,Michigan,Monroe County,4.4
2014,December,Michigan,Shiawassee County,5.8
2014,December,Michigan,Iron County,7.5
2014,December,Michigan,Ingham County,4.5
2014,December,Michigan,Branch County,5.3
2014,December,Michigan,Saint Clair County,7.3
2014,December,Michigan,Schoolcraft County,10
2014,December,Michigan,Kalamazoo County,4.3
2014,December,Michigan,Keweenaw County,10.7
2014,December,Michigan,Ogemaw County,8.2
2014,December,Michigan,Leelanau County,5.6
2014,December,Michigan,Midland County,4.7
2014,December,Michigan,Antrim County,8.4
2014,December,Michigan,Ontonagon County,9.8
2014,December,Michigan,Newaygo County,5.9
2014,December,Michigan,Kent County,3.7
2014,December,Michigan,Presque Isle County,11.3
2014,December,Michigan,Luce County,7.9
2014,December,Michigan,Van Buren County,6.8
2014,July,Michigan,Livingston County,7.4
2014,July,Michigan,Clare County,11
2014,July,Michigan,Macomb County,9.3
2014,July,Michigan,Baraga County,11.7
2014,July,Michigan,Mason County,7.4
2014,July,Michigan,Eaton County,7.5
2014,July,Michigan,Calhoun County,7.7
2014,July,Michigan,Iosco County,10.2
2014,July,Michigan,Benzie County,8.1
2014,July,Michigan,Alcona County,10.6
2014,July,Michigan,Alger County,10.1
2014,July,Michigan,Gladwin County,10.2
2014,July,Michigan,Huron County,7.7
2014,July,Michigan,Mecosta County,9.6
2014,July,Michigan,Menominee County,7.8
2014,July,Michigan,Marquette County,8.2
2014,July,Michigan,Gratiot County,8.5
2014,July,Michigan,Kalkaska County,9.3
2014,July,Michigan,Montmorency County,12.9
2014,July,Michigan,Saint Joseph County,7.1
2014,July,Michigan,Charlevoix County,7.7
2014,July,Michigan,Mackinac County,4.6
2014,July,Michigan,Washtenaw County,6.3
2014,July,Michigan,Dickinson County,7.3
2014,July,Michigan,Barry County,6.4
2014,July,Michigan,Arenac County,11.1
2014,July,Michigan,Tuscola County,9.9
2014,July,Michigan,Oscoda County,12.5
2014,July,Michigan,Wayne County,11.4
2014,July,Michigan,Roscommon County,11.5
2014,July,Michigan,Alpena County,8.7
2014,July,Michigan,Jackson County,7.8
2014,July,Michigan,Saginaw County,8.8
2014,July,Michigan,Missaukee County,9
2014,July,Michigan,Genesee County,9.3
2014,July,Michigan,Hillsdale County,8.3
2014,July,Michigan,Cheboygan County,6.1
2014,July,Michigan,Wexford County,10.2
2014,July,Michigan,Berrien County,7.7
2014,July,Michigan,Oceana County,9.4
2014,July,Michigan,Oakland County,7.9
2014,July,Michigan,Lapeer County,10.8
2014,July,Michigan,Cass County,8.2
2014,July,Michigan,Allegan County,6.3
2014,July,Michigan,Crawford County,9.5
2014,July,Michigan,Bay County,8.2
2014,July,Michigan,Emmet County,8.5
2014,July,Michigan,Grand Traverse County,6.1
2014,July,Michigan,Isabella County,7.5
2014,July,Michigan,Houghton County,9.1
2014,July,Michigan,Muskegon County,9.1
2014,July,Michigan,Lake County,12.2
2014,July,Michigan,Chippewa County,9.8
2014,July,Michigan,Clinton County,6.1
2014,July,Michigan,Manistee County,8.6
2014,July,Michigan,Osceola County,10.4
2014,July,Michigan,Ottawa County,6
2014,July,Michigan,Lenawee County,7.8
2014,July,Michigan,Ionia County,7.4
2014,July,Michigan,Sanilac County,9.1
2014,July,Michigan,Gogebic County,10
2014,July,Michigan,Delta County,9.1
2014,July,Michigan,Otsego County,8.6
2014,July,Michigan,Montcalm County,8.8
2014,July,Michigan,Monroe County,7.5
2014,July,Michigan,Shiawassee County,8.9
2014,July,Michigan,Iron County,8.8
2014,July,Michigan,Ingham County,8.1
2014,July,Michigan,Branch County,7.6
2014,July,Michigan,Saint Clair County,11
2014,July,Michigan,Schoolcraft County,10.9
2014,July,Michigan,Kalamazoo County,6.8
2014,July,Michigan,Keweenaw County,11.2
2014,July,Michigan,Ogemaw County,10.1
2014,July,Michigan,Leelanau County,6.4
2014,July,Michigan,Midland County,7.1
2014,July,Michigan,Antrim County,9.1
2014,July,Michigan,Ontonagon County,12.6
2014,July,Michigan,Newaygo County,8.2
2014,July,Michigan,Kent County,6.2
2014,July,Michigan,Presque Isle County,12.2
2014,July,Michigan,Luce County,8.7
2014,July,Michigan,Van Buren County,8.6
2016,February,Michigan,Livingston County,4.4
2016,February,Michigan,Clare County,8.3
2016,February,Michigan,Macomb County,5.5
2016,February,Michigan,Baraga County,7.6
2016,February,Michigan,Mason County,6.9
2016,February,Michigan,Eaton County,3.8
2016,February,Michigan,Calhoun County,4.6
2016,February,Michigan,Iosco County,8.1
2016,February,Michigan,Benzie County,8.4
2016,February,Michigan,Alcona County,8.4
2016,February,Michigan,Alger County,9.2
2016,February,Michigan,Gladwin County,7.4
2016,February,Michigan,Huron County,5.8
2016,February,Michigan,Mecosta County,5.7
2016,February,Michigan,Menominee County,4.9
2016,February,Michigan,Marquette County,5.8
2016,February,Michigan,Gratiot County,5.1
2016,February,Michigan,Kalkaska County,8.6
2016,February,Michigan,Montmorency County,10.9
2016,February,Michigan,Saint Joseph County,3.7
2016,February,Michigan,Charlevoix County,6.5
2016,February,Michigan,Mackinac County,19.6
2016,February,Michigan,Washtenaw County,2.9
2016,February,Michigan,Dickinson County,5.3
2016,February,Michigan,Barry County,4
2016,February,Michigan,Arenac County,10
2016,February,Michigan,Tuscola County,6.8
2016,February,Michigan,Oscoda County,8.6
2016,February,Michigan,Wayne County,6.2
2016,February,Michigan,Roscommon County,10.1
2016,February,Michigan,Alpena County,6.4
2016,February,Michigan,Jackson County,4.9
2016,February,Michigan,Saginaw County,5.3
2016,February,Michigan,Missaukee County,7.2
2016,February,Michigan,Genesee County,5.6
2016,February,Michigan,Hillsdale County,4.6
2016,February,Michigan,Cheboygan County,16.2
2016,February,Michigan,Wexford County,6.3
2016,February,Michigan,Berrien County,5
2016,February,Michigan,Oceana County,9.5
2016,February,Michigan,Oakland County,4.2
2016,February,Michigan,Lapeer County,7.7
2016,February,Michigan,Cass County,4.7
2016,February,Michigan,Allegan County,4.1
2016,February,Michigan,Crawford County,8.4
2016,February,Michigan,Bay County,5.6
2016,February,Michigan,Emmet County,8.1
2016,February,Michigan,Grand Traverse County,4.9
2016,February,Michigan,Isabella County,4.4
2016,February,Michigan,Houghton County,5.7
2016,February,Michigan,Muskegon County,5.1
2016,February,Michigan,Lake County,8.2
2016,February,Michigan,Chippewa County,8.6
2016,February,Michigan,Clinton County,3.4
2016,February,Michigan,Manistee County,7.8
2016,February,Michigan,Osceola County,6.2
2016,February,Michigan,Ottawa County,3.2
2016,February,Michigan,Lenawee County,4.5
2016,February,Michigan,Ionia County,4.2
2016,February,Michigan,Sanilac County,6.9
2016,February,Michigan,Gogebic County,5.9
2016,February,Michigan,Delta County,7
2016,February,Michigan,Otsego County,6.4
2016,February,Michigan,Montcalm County,5.6
2016,February,Michigan,Monroe County,4.1
2016,February,Michigan,Shiawassee County,5.4
2016,February,Michigan,Iron County,7.7
2016,February,Michigan,Ingham County,3.8
2016,February,Michigan,Branch County,4.5
2016,February,Michigan,Saint Clair County,6.9
2016,February,Michigan,Schoolcraft County,11.3
2016,February,Michigan,Kalamazoo County,3.6
2016,February,Michigan,Keweenaw County,8.3
2016,February,Michigan,Ogemaw County,8.5
2016,February,Michigan,Leelanau County,6.1
2016,February,Michigan,Midland County,4.7
2016,February,Michigan,Antrim County,8.3
2016,February,Michigan,Ontonagon County,8.7
2016,February,Michigan,Newaygo County,5.2
2016,February,Michigan,Kent County,3.2
2016,February,Michigan,Presque Isle County,13.2
2016,February,Michigan,Luce County,7
2016,February,Michigan,Van Buren County,6.4
2016,October,Michigan,Livingston County,4.1
2016,October,Michigan,Clare County,6
2016,October,Michigan,Macomb County,5.2
2016,October,Michigan,Baraga County,6.6
2016,October,Michigan,Mason County,4.2
2016,October,Michigan,Eaton County,3.4
2016,October,Michigan,Calhoun County,4.2
2016,October,Michigan,Iosco County,5.7
2016,October,Michigan,Benzie County,4.5
2016,October,Michigan,Alcona County,5.9
2016,October,Michigan,Alger County,6.3
2016,October,Michigan,Gladwin County,5.5
2016,October,Michigan,Huron County,3.8
2016,October,Michigan,Mecosta County,4.5
2016,October,Michigan,Menominee County,4.8
2016,October,Michigan,Marquette County,5.2
2016,October,Michigan,Gratiot County,4.3
2016,October,Michigan,Kalkaska County,5.4
2016,October,Michigan,Montmorency County,8.3
2016,October,Michigan,Saint Joseph County,3.9
2016,October,Michigan,Charlevoix County,4.2
2016,October,Michigan,Mackinac County,3.7
2016,October,Michigan,Washtenaw County,3.5
2016,October,Michigan,Dickinson County,4.3
2016,October,Michigan,Barry County,3.3
2016,October,Michigan,Arenac County,6.6
2016,October,Michigan,Tuscola County,4.9
2016,October,Michigan,Oscoda County,5.7
2016,October,Michigan,Wayne County,6.6
2016,October,Michigan,Roscommon County,6.7
2016,October,Michigan,Alpena County,4.6
2016,October,Michigan,Jackson County,4.4
2016,October,Michigan,Saginaw County,4.4
2016,October,Michigan,Missaukee County,4.6
2016,October,Michigan,Genesee County,4.9
2016,October,Michigan,Hillsdale County,5.1
2016,October,Michigan,Cheboygan County,4.6
2016,October,Michigan,Wexford County,4.9
